BGC_features	SMILES
['PF13649.9', 'PF08241.15', 'PF02353.23', 'PF13847.9', 'PF13489.9', 'PF05175.17', 'PF13679.9', 'PF19086.3']	CC1(O)CC2CCC1(C)C2(C)C
['PF00891.21', 'PF08242.15', 'PF13649.9', 'PF08241.15', 'PF01613.21', 'PF00296.23', 'PF00392.24', 'PF00155.24', 'PF00155.24', 'PF00117.31', 'PF07722.16', 'PF00425.21', 'PF04715.16', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF08386.13', 'PF00067.25', 'PF00109.29', 'PF14765.9', 'PF02801.25', 'PF00698.24', 'PF08659.13', 'PF00106.28', 'PF13561.9', 'PF16197.8', 'PF00108.26', 'PF01613.21', 'PF08028.14', 'PF02771.19', 'PF00441.27', 'PF12831.10', 'PF01494.22', 'PF00067.25', 'PF06441.15', 'PF00561.23', 'PF12697.10', 'PF00891.21', 'PF13489.9', 'PF13649.9', 'PF08242.15', 'PF01041.20', 'PF00266.22', 'PF00155.24', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF08242.15', 'PF13847.9', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF08242.15', 'PF05401.14', 'PF13847.9', 'PF06722.15', 'PF00201.21', 'PF13579.9', 'PF04055.24', 'PF02310.22', 'PF06722.15', 'PF00296.23', 'PF00441.27', 'PF08028.14', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF00108.26', 'PF02803.21', 'PF02515.20', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF07977.16', 'PF00550.28', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF08541.13', 'PF02801.25', 'PF00109.29', 'PF08545.13', 'PF00108.26', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF00501.31', 'PF00067.25', 'PF13193.9', 'PF01370.24', 'PF16363.8', 'PF01073.22', 'PF03435.21', 'PF13460.9', 'PF07993.15', 'PF00501.31', 'PF13193.9', 'PF00960.21', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF00668.23', 'PF00881.27', 'PF00441.27', 'PF02771.19', 'PF02770.22', 'PF08028.14', 'PF00501.31', 'PF13193.9', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF01073.22', 'PF02737.21', 'PF00725.25', 'PF03446.18', 'PF02826.22', 'PF07992.17', 'PF00070.30', 'PF02558.19', 'PF00550.28', 'PF00441.27', 'PF02771.19', 'PF02770.22', 'PF08028.14', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF00067.25', 'PF00550.28', 'PF04820.17', 'PF01494.22', 'PF12831.10', 'PF00890.27', 'PF01266.27', 'PF07992.17', 'PF03486.17', 'PF13450.9', 'PF01134.25', 'PF01408.25', 'PF00908.20']	COC1=C(OC)C2=CC(C(=O)NC3CC4=NC(Cl)=C(C=C4)OC4C=C5C#CC(=CC#CC6OC56C4OC4CC(C)(O)C(O)C(C)O4)C(OC4CC(O)C(N(C)C)C(C)O4)COC3=O)=C(O)C=C2C=C1OC(C)C
['PF08241.15', 'PF13649.9', 'PF13847.9', 'PF08242.15', 'PF01209.21', 'PF13489.9', 'PF01135.22', 'PF03141.19', 'PF00067.25', 'PF13649.9', 'PF13847.9', 'PF08241.15', 'PF08242.15', 'PF13489.9', 'PF01209.21', 'PF01135.22', 'PF08704.13', 'PF02353.23', 'PF05175.17', 'PF02390.20', 'PF06325.16', 'PF00067.25', 'PF00109.29', 'PF14765.9', 'PF02801.25', 'PF00698.24', 'PF08659.13', 'PF00106.28', 'PF16197.8', 'PF13561.9', 'PF00108.26']	CC1=CC(=O)C2(O)C3=CC=CC=C3C(=O)C1C2CNC1=CC=C2C(=O)SC3=C4C(=CC1=C23)C=CC(O)C4O
['PF00348.20', 'PF00067.25', 'PF00067.25']	CC1(CO)CCCC2(C)C1CCC1CC3CC12CCC3(O)CO
['PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00975.23', 'PF12697.10', 'PF00561.23', 'PF00891.21']	CCC(C)C1NC(=O)C(CC2=CC=CC=C2)N(C)C(=O)C2CCCN2C(=O)C2CCCN2C(=O)C(C(C)CC)NC(=O)C(NC(C)=O)C(C)OC1=O
['PF00155.24', 'PF00202.24', 'PF13500.9', 'PF06968.16', 'PF04055.24']	O=C(O)CCCCC1SCC2NC(=O)NC21
['PF04820.17', 'PF01494.22', 'PF13450.9', 'PF01266.27', 'PF00890.27', 'PF00550.28', 'PF04820.17', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF01946.20', 'PF00890.27', 'PF12831.10', 'PF03486.17', 'PF01134.25', 'PF13738.9', 'PF00109.29', 'PF02801.25', 'PF00698.24', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00550.28', 'PF00108.26', 'PF16363.8', 'PF01073.22', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF08028.14', 'PF00501.31', 'PF13193.9', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF07859.16', 'PF13602.9', 'PF00107.29', 'PF08240.15', 'PF01262.24']	O=C(C1=CC(Cl)=C(Cl)N1)C1=C(O)C=CC=C1O
['PF00155.24', 'PF00550.28', 'PF16864.8', 'PF00583.28', 'PF02543.18', 'PF16861.8', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF08643.13', 'PF05721.16']	NC1=NC23C(N1)C(CO)N=C(N)N2CCC3(O)O
['PF04183.15', 'PF06276.15', 'PF13523.9', 'PF13302.10', 'PF04183.15', 'PF06276.15', 'PF13434.9', 'PF13738.9', 'PF07992.17']	CC(=O)N(O)CCCCC(NC(=O)CC(O)(CC(=O)NC(CCCCN(O)C(C)=O)C(=O)O)C(=O)O)C(=O)O
['PF18065.4', 'PF00082.25', 'PF18047.4', 'PF18065.4', 'PF00082.25', 'PF18047.4']	CSCCC1NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C2CCCN2C(=O)CNC(=O)C(CO)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(CCC(N)=O)NC1=O
['PF00291.28', 'PF02423.18', 'PF01488.23', 'PF04183.15', 'PF06276.15', 'PF04183.15', 'PF06276.15', 'PF04183.15', 'PF06276.15', 'PF02784.19', 'PF00278.25', 'PF01168.23']	NC(CNC(=O)CC(O)(CC(=O)NCCNC(=O)CCC(=O)C(=O)O)C(=O)O)C(=O)O
['PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF07993.15', 'PF01370.24', 'PF00550.28', 'PF00501.31', 'PF13193.9']	CCCCCCCCCC(O)CC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(C=O)CC(C)C
['PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00975.23', 'PF01648.23', 'PF00975.23', 'PF12146.11', 'PF12697.10', 'PF00561.23']	CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC2=CC=CC=C2)NC(=O)C2CCCN2C(=O)C(CC2=CC=CC=C2)NC1=O
['PF00282.22', 'PF01212.24', 'PF00266.22', 'PF00155.24', 'PF17837.4', 'PF01648.23', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF14765.9', 'PF00106.28', 'PF13561.9', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF07977.16', 'PF16197.8', 'PF00108.26', 'PF00202.24', 'PF03060.18', 'PF01645.20', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF13460.9', 'PF02737.21', 'PF07993.15', 'PF01073.22', 'PF01370.24', 'PF04321.20', 'PF02719.18', 'PF00795.25', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF00550.28', 'PF00106.28', 'PF16197.8', 'PF13561.9', 'PF00108.26', 'PF01370.24', 'PF00668.23', 'PF12146.11', 'PF08840.14', 'PF00326.24', 'PF02129.21', 'PF01738.21', 'PF12697.10', 'PF00561.23', 'PF07859.16']	CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCN
['PF00733.24', 'PF05402.15', 'PF13471.9']	CCC(C)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)CNC(=O)CC(C(=O)NC(C(=O)NC(CC2=CC=CC=C2)C(=O)NCC(=O)NC(CC2=CN=CN2)C(=O)NC(CC2=CC=C(O)C=C2)C(=O)NCC(=O)NCC(=O)O)C(C)CC)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC2=CNC3=CC=CC=C23)NC(=O)CNC1=O
['PF04673.15', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF10604.12', 'PF03364.23', 'PF01494.22', 'PF00070.30', 'PF07992.17', 'PF01266.27', 'PF03486.17', 'PF13450.9', 'PF01946.20', 'PF00890.27', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF00070.30', 'PF03486.17', 'PF13450.9', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF00908.20', 'PF08028.14', 'PF01565.26', 'PF00441.27', 'PF02771.19', 'PF08031.15', 'PF01613.21', 'PF01494.22', 'PF00070.30', 'PF01266.27', 'PF13450.9', 'PF03486.17', 'PF00890.27', 'PF00891.21', 'PF08242.15', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF01209.21', 'PF05175.17', 'PF16864.8', 'PF00891.21', 'PF16864.8', 'PF13649.9', 'PF13463.9', 'PF09339.13', 'PF08242.15', 'PF12802.10', 'PF01565.26', 'PF08031.15', 'PF00483.26', 'PF12804.10', 'PF07959.15', 'PF00132.27', 'PF16363.8', 'PF01370.24', 'PF02719.18', 'PF01073.22', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF05368.16', 'PF01370.24', 'PF16363.8', 'PF04321.20', 'PF01041.20', 'PF00266.22', 'PF01408.25']	COC1=C(OC)C2=C(C=C1)C(=O)C1=C(C=CC(C=C(C)CC(N)=O)=C1O)C2=O
['PF00668.23', 'PF00501.31', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF00550.28', 'PF00975.23', 'PF16197.8', 'PF13193.9', 'PF00106.28', 'PF00108.26', 'PF00067.25', 'PF13450.9', 'PF01593.27', 'PF00107.29', 'PF16884.8', 'PF13602.9']	CC(=O)C1C(C)CC2C3C=CC=CC(O)=C4C(=O)NC(CCCNC(=O)C=CC=CC3C=CC21)C4=O
['PF03176.18', 'PF00873.22', 'PF00550.28', 'PF02801.25', 'PF00109.29', 'PF00108.26', 'PF02801.25', 'PF00109.29', 'PF08545.13', 'PF00108.26', 'PF12697.10', 'PF12146.11', 'PF00561.23', 'PF00109.29', 'PF00550.28', 'PF07977.16', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF00668.23', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF08242.15', 'PF08241.15', 'PF13649.9', 'PF13489.9', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00975.23', 'PF12697.10', 'PF00067.25', 'PF00201.21', 'PF04101.19', 'PF13579.9', 'PF00975.23', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF03621.16', 'PF00348.20', 'PF03176.18', 'PF01039.25', 'PF01370.24', 'PF07993.15', 'PF04321.20', 'PF16363.8', 'PF00501.31', 'PF00975.23', 'PF00550.28', 'PF12697.10']	CCC(C)C1NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C=CC2=CC=CC=C2C=CC(=O)O)C(C)OC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)CNC(=O)CNC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)NC1=O
['PF01494.22', 'PF01266.27', 'PF00890.27', 'PF12831.10', 'PF13450.9', 'PF07992.17', 'PF02624.19', 'PF00881.27', 'PF00155.24']	CCC(C)C(NC(=O)C1=C(C)OC(C2=CSC(C3=C(C)OC(C4=COC(C(NC(=O)C(=NO)C(C)C)C(C)C)=N4)=N3)=N2)=N1)C(=O)OC
['PF07992.17', 'PF14759.9', 'PF00070.30', 'PF13738.9', 'PF01266.27', 'PF13450.9', 'PF01262.24', 'PF03721.17', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF00550.28', 'PF08386.13', 'PF03959.16', 'PF00326.24', 'PF04820.17', 'PF01494.22', 'PF00890.27', 'PF01266.27', 'PF12831.10', 'PF07992.17', 'PF01134.25', 'PF03486.17', 'PF13738.9', 'PF13450.9', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF08028.14', 'PF00501.31', 'PF13193.9', 'PF00743.22', 'PF13738.9', 'PF07992.17', 'PF13434.9', 'PF13454.9', 'PF13450.9', 'PF00890.27', 'PF01947.19', 'PF00067.25']	OC1=C(Br)C=C(Br)C=C1C1=C(Br)C(Br)=C(Br)N1
['PF00067.25', 'PF19086.3', 'PF00067.25']	CC1=CC2C(C(C)C)CCC(C)(O)C2CC1
['PF00067.25', 'PF04055.24', 'PF02310.22', 'PF04820.17', 'PF01494.22', 'PF12831.10', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF03486.17', 'PF00109.29', 'PF00698.24', 'PF00501.31', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF00550.28', 'PF13602.9', 'PF16197.8', 'PF00107.29', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF08240.15', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00106.28', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF16363.8', 'PF00108.26', 'PF00109.29', 'PF08659.13', 'PF02801.25', 'PF00698.24', 'PF16197.8', 'PF00550.28', 'PF05050.15', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF02737.21', 'PF00725.25', 'PF00550.28', 'PF00441.27', 'PF02771.19', 'PF02770.22', 'PF08028.14', 'PF13419.9', 'PF00668.23', 'PF00501.31', 'PF00975.23', 'PF00550.28', 'PF13193.9', 'PF12697.10', 'PF12146.11', 'PF00108.26', 'PF02803.21', 'PF08545.13', 'PF01370.24', 'PF13460.9', 'PF05350.15', 'PF04321.20']	CCCCC(C)C(O)C(C)C(=O)C(C)=CC(OC)C(O)C(OC)C(=O)NC=CC1=CC=C(O)C(Cl)=C1
['PF01547.28', 'PF13416.9', 'PF08240.15', 'PF00107.29', 'PF16912.8', 'PF13602.9', 'PF01262.24', 'PF00534.23', 'PF13692.9', 'PF13439.9', 'PF13524.9', 'PF00144.27', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF03621.16', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00067.25', 'PF00975.23', 'PF12697.10', 'PF12146.11']	CC(C)CC1NC(=O)C(C(O)C2=CC=CC=C2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(C2CCN=C(N)N2)NC(=O)C(C(C)C)NC1=O
['PF00891.21', 'PF05175.17', 'PF08242.15', 'PF16864.8', 'PF13649.9', 'PF08031.15', 'PF01565.26', 'PF00202.24', 'PF00891.21', 'PF16864.8', 'PF08100.14', 'PF00171.25', 'PF05893.17', 'PF00501.31', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF01041.20', 'PF01053.23', 'PF00155.24', 'PF00266.22', 'PF01266.27', 'PF03486.17', 'PF07992.17', 'PF00890.27', 'PF13450.9', 'PF12831.10', 'PF01134.25', 'PF00501.31', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF00668.23', 'PF00550.28', 'PF16197.8', 'PF13193.9', 'PF00108.26', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00441.27', 'PF08028.14', 'PF02771.19', 'PF02770.22', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF00067.25', 'PF00501.31', 'PF00668.23', 'PF08242.15', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF00550.28', 'PF13847.9', 'PF05175.17', 'PF06325.16', 'PF05401.14', 'PF01209.21']	COC1=C(SC)C(=CN=O)NC(C2=CC=CC=N2)=C1
['PF00483.26', 'PF12804.10', 'PF00908.20', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF08242.15', 'PF01041.20', 'PF00155.24', 'PF01212.24', 'PF01041.20', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF01546.31', 'PF07687.17', 'PF00067.25', 'PF02585.20', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF13579.9', 'PF00248.24', 'PF00891.21', 'PF16864.8', 'PF08242.15', 'PF08241.15', 'PF01494.22', 'PF07992.17', 'PF00890.27', 'PF13450.9', 'PF04673.15', 'PF10604.12', 'PF03364.23', 'PF13649.9', 'PF13847.9', 'PF08241.15', 'PF01209.21', 'PF13489.9', 'PF08242.15', 'PF01135.22', 'PF07021.15', 'PF02353.23', 'PF05175.17', 'PF01728.22', 'PF00067.25', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF00107.29', 'PF02719.18', 'PF08643.13', 'PF01408.25', 'PF00550.28', 'PF16363.8', 'PF01370.24', 'PF01073.22', 'PF02719.18', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF05368.16', 'PF04321.20', 'PF01370.24', 'PF01073.22', 'PF16363.8', 'PF08659.13', 'PF07993.15']	COC(=O)C1=C(O)C2=C(C=C1C)CCC1(OC)C(=O)C3=C(O)C4=C(C=C3C(=O)C21O)C(=O)C(NC1OC(C)C(O)C(O)C1OC)=CC4=O
['PF01326.22', 'PF00391.26', 'PF00501.31', 'PF00550.28', 'PF07993.15', 'PF01370.24', 'PF01073.22', 'PF04321.20', 'PF16363.8', 'PF13460.9', 'PF00106.28', 'PF05368.16', 'PF00296.23', 'PF03756.16']	CCCCCCCCCCCCCCOP1(=O)OCC2COC(=O)C2=C(CCC)O1
['PF03060.18', 'PF00478.28', 'PF01645.20', 'PF00698.24', 'PF01425.24', 'PF00733.24', 'PF13537.9', 'PF13522.9', 'PF12481.11', 'PF00109.29', 'PF02801.25', 'PF08659.13', 'PF14765.9', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF08242.15', 'PF01370.24', 'PF16363.8', 'PF13489.9', 'PF13649.9', 'PF08241.15', 'PF01073.22', 'PF13847.9', 'PF00109.29', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF08659.13', 'PF00108.26', 'PF00106.28', 'PF13561.9', 'PF00109.29', 'PF14765.9', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF00109.29', 'PF02801.25', 'PF08659.13', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF08242.15', 'PF00108.26', 'PF13489.9', 'PF13649.9', 'PF08241.15', 'PF05891.15', 'PF13847.9', 'PF00109.29', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF08242.15', 'PF00108.26', 'PF13649.9', 'PF13489.9', 'PF08241.15', 'PF13847.9', 'PF03033.23', 'PF04101.19', 'PF13579.9', 'PF00109.29', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF08242.15', 'PF00108.26', 'PF13649.9', 'PF13489.9', 'PF08241.15', 'PF00109.29', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF01370.24', 'PF00109.29', 'PF14765.9', 'PF02801.25', 'PF08659.13', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF02719.18', 'PF16363.8']	CC(=CC(C)CCCCC(=O)O)C1OC2C=CC1OC(=O)C=CC=CC=CC1OC3CC1OC(C=CCC1OC(CC(O)C1C)C(O)C(O)C=CCCC=CC2)C3C
['PF00891.21', 'PF00067.25', 'PF00753.30', 'PF12706.10', 'PF00109.29', 'PF14765.9', 'PF02801.25', 'PF08242.15', 'PF00698.24', 'PF18558.4', 'PF20434.1', 'PF13489.9', 'PF00550.28', 'PF13649.9', 'PF07859.16', 'PF08241.15', 'PF00326.24', 'PF16073.8', 'PF13847.9', 'PF02636.20', 'PF16197.8', 'PF01738.21', 'PF12697.10']	COC1=C(C)C2=C(C(=O)OC2)C(O)=C1CC=C(C)CCC(=O)O
['PF08545.13', 'PF08541.13', 'PF00501.31', 'PF01073.22', 'PF01370.24', 'PF13460.9', 'PF07993.15', 'PF16363.8', 'PF05368.16', 'PF04321.20', 'PF02719.18', 'PF08659.13', 'PF00501.31', 'PF00550.28', 'PF03007.19', 'PF00551.22', 'PF00106.28', 'PF13561.9', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF13561.9', 'PF00106.28', 'PF04321.20', 'PF08659.13', 'PF01370.24']	CCCCCC=CCC=CCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O
['PF06722.15', 'PF00201.21', 'PF04101.19', 'PF13579.9', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF18369.4', 'PF00106.28', 'PF14765.9', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF18369.4', 'PF01370.24', 'PF08990.14', 'PF02719.18', 'PF16363.8', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF18369.4', 'PF00108.26', 'PF01370.24', 'PF08990.14', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF18369.4', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF01370.24', 'PF00108.26', 'PF16363.8', 'PF08990.14', 'PF04321.20', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF00108.26', 'PF13561.9', 'PF18369.4', 'PF01370.24', 'PF08990.14', 'PF16363.8', 'PF00109.29', 'PF08659.13', 'PF14765.9', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF08990.14', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF18369.4', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF01370.24', 'PF13561.9', 'PF00108.26', 'PF16363.8', 'PF08990.14', 'PF04321.20', 'PF02719.18', 'PF00109.29', 'PF08659.13', 'PF14765.9', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13602.9', 'PF13561.9', 'PF00107.29', 'PF01370.24', 'PF08990.14', 'PF08240.15', 'PF00109.29', 'PF08659.13', 'PF14765.9', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00975.23', 'PF00108.26', 'PF13561.9', 'PF08990.14', 'PF01370.24', 'PF12697.10', 'PF07859.16', 'PF00561.23', 'PF04321.20', 'PF01370.24', 'PF16363.8', 'PF07993.15', 'PF02719.18', 'PF00908.20', 'PF00483.26', 'PF16363.8', 'PF01370.24', 'PF01073.22', 'PF02719.18', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF00106.28', 'PF05368.16', 'PF00975.23', 'PF00501.31', 'PF13193.9', 'PF17837.4', 'PF01648.23', 'PF01039.25', 'PF06833.14', 'PF00501.31', 'PF13193.9', 'PF00155.24', 'PF01212.24', 'PF01053.23', 'PF00266.22', 'PF01041.20', 'PF00501.31', 'PF13193.9']	CC(C=CCCC=CC=CC=CC=CC(=O)NC1=C(O)CCC1=O)C(O)C(C)C(O)C=CC=CC=CC=CC=CCC(OC1OC(C)C(O)C(O)C1O)C(C)C(=O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CCCN
['PF04464.17', 'PF00534.23', 'PF13692.9', 'PF07719.20', 'PF00515.31', 'PF13424.9', 'PF13432.9', 'PF12895.10', 'PF14559.9', 'PF13371.9', 'PF00535.29', 'PF10111.12', 'PF13641.9', 'PF13632.9']	CCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)(OP(=O)(O)O)C1(O)O
['PF00171.25', 'PF05893.17', 'PF03446.18', 'PF14833.9', 'PF02826.22', 'PF03807.20', 'PF10727.12', 'PF02153.20', 'PF16884.8', 'PF00107.29', 'PF13602.9', 'PF00109.29', 'PF02801.25', 'PF08659.13', 'PF14765.9', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF08242.15', 'PF03756.16', 'PF13489.9', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF00109.29', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF08659.13', 'PF00550.28', 'PF00108.26', 'PF13561.9', 'PF00106.28', 'PF00733.24', 'PF13537.9', 'PF13522.9', 'PF12481.11', 'PF00550.28', 'PF00698.24']	CC1=C(C(=O)CCCCCCC=CC=CC(C)C(=O)CC(O)CC2CC(=O)NC(=O)C2)C(=O)OC1O
